N	1.625
CA	1.9
C	1.875
O	1.48
CB	1.952
CG	1.952
CG1	1.952
CG2	1.955
CD	1.952
CD1	1.952
CD2	1.875
CE	1.952
CE1	1.875
CE2	1.875
CE3	1.875
CZ	1.875
CZ2	1.875
CZ3	1.875
CH2	1.875
SG	1.775
SD	1.775
OG	1.535
OG1	1.535
OD1	1.48
OD2	1.48
OE1	1.48
OE2	1.48
ND1	1.625
ND2	1.625
NE	1.625
NE1	1.625
NE2	1.625
NZ	1.625
NH1	1.625
NH2	1.625
OH	1.535
